Retweet Count,Mention Count,Follower Count,Verified,Tweet Frequency,Hashtag Count,Account Age,Engagement Ratio,Bot Label,Predicted Label,Bot Probability
26,4,2540,0,7,1,534,0.01023219205037387,0,0,8.423286e-07
71,7,1549,0,8,4,1703,0.045806451612903226,0,0,0.0006745353
32,0,1083,0,3,4,3502,0.02952029520295203,0,0,4.4912292e-07
72,5,4910,0,2,1,1031,0.014660965180207697,0,0,1.2006991e-05
9,4,4783,0,3,0,2588,0.0018812709030100335,0,0,9.364038e-09
40,8,4995,1,8,0,588,0.008006405124099279,0,0,1.1989677e-06
46,3,2001,0,9,2,1703,0.022977022977022976,0,0,2.746051e-05
165,7,160,0,36,18,310,1.0248447204968945,1,1,0.99999905
83,27,143,0,26,19,62,0.5763888888888888,1,1,0.9999999
65,6,2896,0,4,3,623,0.02243700379703141,0,0,1.4740246e-05
116,39,762,0,49,12,143,0.15203145478374835,1,1,0.99999857
190,19,1974,0,48,16,227,0.09620253164556962,1,1,0.99996126
185,14,1392,0,43,12,278,0.13280689160086145,1,1,1.0
189,26,1891,0,36,14,82,0.09989429175475686,1,1,0.9999989
172,9,68,0,25,5,169,2.4927536231884058,1,1,0.99999976
68,5,507,0,31,5,35,0.13385826771653545,1,1,0.99688774
77,6,4874,0,3,2,986,0.015794871794871795,0,0,7.231369e-07
133,37,1241,0,13,19,80,0.107085346215781,1,1,0.9999969
164,28,778,0,12,6,345,0.21052631578947367,1,1,0.9999949
184,39,1052,0,38,12,281,0.17473884140550808,1,1,0.99999976
118,31,77,0,19,16,338,1.5128205128205128,1,1,1.0
12,1,841,0,9,2,1413,0.014251781472684086,0,0,9.415622e-05
70,0,705,0,6,1,1529,0.09915014164305949,0,0,0.00014865267
32,3,3981,0,9,0,625,0.00803616273229533,0,0,1.4374811e-05
70,2,4233,0,9,3,3090,0.01653282947567312,0,0,2.615044e-06
68,39,894,0,34,13,35,0.07597765363128492,1,1,0.99999666
53,4,1266,1,8,0,2287,0.041831097079715863,0,0,2.305997e-07
77,7,1248,0,1,0,2756,0.06164931945556445,0,0,0.00039088272
10,8,875,0,8,1,866,0.01141552511415525,0,0,0.00047610205
15,7,1759,1,6,4,458,0.008522727272727272,0,0,1.6176666e-06
189,25,364,0,33,14,293,0.5178082191780822,1,1,0.99999976
27,0,2388,1,3,3,2285,0.011301799916282964,0,0,2.2264885e-09
90,27,1657,0,29,11,7,0.054282267792521106,1,1,0.9999808
59,7,1582,1,4,3,533,0.037271004421983576,0,0,2.59224e-06
160,31,281,0,29,10,217,0.5673758865248227,1,1,0.99999964
63,32,289,0,39,19,54,0.21724137931034482,1,1,1.0
16,6,542,0,7,2,1109,0.029465930018416207,0,0,3.84303e-05
8,1,4165,0,7,0,2354,0.0019203072491598655,0,0,1.0098894e-06
41,9,697,0,4,1,3264,0.05873925501432665,0,0,1.7851136e-06
54,2,2408,0,1,2,3395,0.0224159402241594,0,0,7.282146e-08
177,38,1383,0,13,5,172,0.12789017341040462,1,1,0.9998709
105,14,979,0,15,16,204,0.10714285714285714,1,1,0.9996327
40,2,2516,0,7,0,3330,0.015891934843067144,0,0,2.9606764e-07
48,6,3649,0,3,4,1049,0.01315068493150685,0,0,4.354213e-06
122,18,837,0,27,5,66,0.14558472553699284,1,1,0.99923956
35,5,4168,0,4,3,411,0.008395298632765651,0,0,3.2092737e-06
50,34,1317,0,28,8,142,0.03793626707132018,1,1,0.9998939
73,9,1764,0,7,1,3478,0.041359773371104816,0,0,2.3695497e-05
74,35,1197,0,44,16,253,0.06176961602671119,1,1,1.0
188,14,524,0,17,13,220,0.3580952380952381,1,1,0.9999913
183,18,816,0,33,13,302,0.22399020807833536,1,1,0.99999833
87,29,921,0,47,18,342,0.09436008676789588,1,1,0.9999999
73,7,819,0,35,18,349,0.08902439024390243,1,1,0.999936
65,8,2986,0,7,3,1108,0.02176096417810512,0,0,0.000299116
150,14,1471,0,39,10,312,0.10190217391304347,1,1,0.9999852
27,0,2947,0,8,2,2965,0.009158751696065129,0,0,2.723778e-07
140,38,64,0,42,9,20,2.1538461538461537,1,1,1.0
117,37,1442,0,40,6,278,0.08108108108108109,1,1,0.9999999
9,8,1409,0,5,4,2408,0.006382978723404255,0,0,1.6573254e-05
13,0,1887,1,7,0,508,0.006885593220338983,0,0,6.5225727e-06
17,1,2369,0,2,2,1933,0.007172995780590718,0,0,3.2124255e-05
71,5,4021,0,1,1,3507,0.017652909000497267,0,0,1.1999224e-07
192,26,1679,0,47,12,231,0.11428571428571428,1,1,0.99999964
41,7,2759,0,9,2,1826,0.014855072463768116,0,0,2.999386e-05
70,35,800,0,15,14,180,0.08739076154806492,1,1,0.9999987
40,7,1100,0,1,3,3175,0.03633060853769301,0,0,5.1251436e-06
68,1,3037,0,7,0,2249,0.02238314680710994,0,0,1.3754591e-05
176,19,405,0,46,7,39,0.43349753694581283,1,1,0.9999999
86,32,1376,0,39,11,324,0.06245461147421932,1,1,0.9999989
51,1,618,1,3,4,2856,0.08239095315024232,0,0,1.5181827e-07
136,14,1206,0,34,10,351,0.11267605633802817,1,1,0.99995446
141,19,1480,0,49,8,199,0.09520594193112762,1,1,0.99999297
87,19,1503,0,14,16,77,0.05784574468085106,1,1,0.99963534
170,23,628,0,35,18,348,0.2702702702702703,1,1,1.0
67,11,768,0,23,12,116,0.08712613784135241,1,1,0.99947613
112,28,548,0,20,15,295,0.2040072859744991,1,1,0.99999654
187,37,1756,0,29,14,192,0.1064314171883893,1,1,1.0
148,32,1240,0,45,18,314,0.11925866236905722,1,1,1.0
66,0,2473,0,9,2,594,0.02667744543249798,0,0,0.0006600941
147,22,1644,0,18,18,204,0.08936170212765958,1,1,0.99998677
75,6,1316,0,4,4,546,0.05694760820045558,0,0,0.0041735107
188,15,1644,0,47,13,123,0.11428571428571428,1,1,0.9999999
186,26,1469,0,47,13,250,0.12653061224489795,1,1,1.0
116,39,618,0,39,13,54,0.18739903069466882,1,1,0.99999917
71,12,1873,0,11,18,13,0.037886872998932765,1,1,0.9987184
28,2,4538,0,6,1,1678,0.006168759638686935,0,0,2.5667685e-08
40,3,3942,0,3,0,3189,0.01014455997971088,0,0,4.6905736e-08
63,7,863,0,11,10,100,0.07291666666666667,1,1,0.9862155
57,5,1517,0,3,2,1983,0.037549407114624504,0,0,2.7312035e-05
69,23,583,0,13,12,307,0.11815068493150685,1,1,0.9995834
100,5,1739,0,35,10,303,0.05747126436781609,1,1,0.9985582
13,2,3214,0,3,3,2927,0.004043545878693624,0,0,1.7583211e-08
17,3,2293,0,9,4,1507,0.0074106364428945075,0,0,3.2235163e-05
100,30,583,0,29,12,76,0.17123287671232876,1,1,0.99999964
176,27,1539,0,13,16,209,0.11428571428571428,1,1,0.99999964
10,7,136,0,7,2,1979,0.072992700729927,0,0,1.5443893e-05
111,17,1317,0,11,12,309,0.08421851289833081,1,1,0.9996176
32,1,4829,0,9,0,1897,0.006625258799171843,0,0,4.269907e-05
187,35,1437,0,22,9,315,0.13004172461752433,1,1,0.99999976
153,6,1703,0,15,17,157,0.0897887323943662,1,1,0.99992216
34,8,2353,0,5,1,1874,0.014443500424808835,0,0,5.4206735e-06
59,8,810,0,8,4,2428,0.07274969173859433,0,0,6.464582e-05
59,3,875,0,7,0,456,0.06735159817351598,0,0,0.0025640223
170,30,378,0,21,14,175,0.44854881266490765,1,1,1.0
178,16,391,0,33,18,14,0.45408163265306123,1,1,1.0
179,7,1575,0,15,7,149,0.11357868020304568,1,1,0.9997925
198,8,1349,0,34,7,124,0.14666666666666667,1,1,0.9999331
75,0,170,0,1,1,1249,0.43859649122807015,0,0,0.0019003847
69,23,896,0,16,12,56,0.07692307692307693,1,1,0.9996965
50,22,1822,0,17,19,242,0.027427317608337904,1,1,0.9996555
150,26,183,0,20,14,72,0.8152173913043478,1,1,0.99999976
17,2,4716,0,3,2,2202,0.003603985584057664,0,0,2.3065132e-08
77,35,1643,0,18,15,204,0.04683698296836983,1,1,0.99999857
157,26,57,0,27,12,305,2.706896551724138,1,1,1.0
6,6,2670,0,3,3,2256,0.0022463496817671283,0,0,2.1483427e-06
170,10,1085,0,46,17,8,0.15653775322283608,1,1,1.0
169,37,214,0,40,6,145,0.786046511627907,1,1,1.0
20,6,2141,0,5,3,2961,0.009337068160597572,0,0,1.03291704e-07
198,32,1052,0,28,8,147,0.18803418803418803,1,1,0.9999925
179,29,630,0,35,18,273,0.2836767036450079,1,1,1.0
195,20,390,0,37,16,296,0.49872122762148335,1,1,1.0
47,5,3259,0,3,3,3177,0.01441717791411043,0,0,7.616063e-07
162,11,1742,0,28,15,264,0.09294320137693632,1,1,0.9999962
118,38,1593,0,30,8,364,0.0740276035131744,1,1,0.9999918
9,0,1415,0,3,1,763,0.006355932203389831,0,0,0.00044106343
76,8,403,0,2,3,3088,0.18811881188118812,0,0,1.9901461e-05
134,31,1950,0,30,15,313,0.06868272680676576,1,1,0.99999774
141,14,1885,0,21,13,321,0.07476139978791092,1,1,0.9994221
89,5,150,0,22,10,207,0.5894039735099338,1,1,0.9998635
154,18,1359,0,36,18,297,0.11323529411764706,1,1,0.99999976
41,4,1679,0,3,3,3345,0.024404761904761905,0,0,2.2009282e-08
59,30,306,0,32,5,320,0.19218241042345277,1,1,0.99999917
31,3,833,0,4,3,2778,0.03717026378896882,0,0,1.095308e-06
69,3,3005,0,9,3,1893,0.022954091816367265,0,0,3.6087895e-05
145,5,900,0,10,18,67,0.1609322974472808,1,1,0.99950564
89,36,363,0,45,15,222,0.2445054945054945,1,1,1.0
38,7,2907,0,6,2,3139,0.013067400275103164,0,0,2.127189e-06
67,7,2219,0,5,1,3009,0.03018018018018018,0,0,2.4638186e-07
99,21,886,0,30,10,109,0.11161217587373168,1,1,0.9999962
42,7,3509,0,3,2,3267,0.011965811965811967,0,0,7.176285e-07
170,9,1268,0,38,6,364,0.13396375098502758,1,1,0.9999511
152,25,438,0,41,15,133,0.3462414578587699,1,1,1.0
39,5,2889,0,2,3,752,0.013494809688581315,0,0,0.00010080451
37,5,1888,0,5,1,495,0.019587083112758072,0,0,3.8019192e-05
172,21,1472,0,29,7,162,0.11676849966055669,1,1,0.99999857
38,2,4290,0,5,3,2633,0.008855744581682591,0,0,3.6216372e-07
108,14,512,0,26,18,182,0.21052631578947367,1,1,0.99998176
68,8,869,0,35,19,360,0.07816091954022988,1,1,0.9998337
93,38,1194,0,42,18,90,0.07782426778242678,1,1,1.0
76,4,674,0,4,3,1750,0.11259259259259259,0,0,0.00015915134
86,28,1638,0,24,6,326,0.052471018913971934,1,1,0.99984074
139,29,459,0,42,7,201,0.30217391304347824,1,1,0.9999988
76,17,1494,0,32,7,343,0.050836120401337795,1,1,0.9987845
137,16,1428,0,29,6,7,0.09587123862841147,1,1,0.99986315
139,16,549,0,43,18,310,0.25272727272727274,1,1,1.0
168,34,569,0,37,17,88,0.29473684210526313,1,1,1.0
118,10,466,0,13,14,107,0.25267665952890794,1,1,0.99994946
70,30,301,0,41,10,41,0.23178807947019867,1,1,0.9999989
178,36,895,0,41,7,118,0.19866071428571427,1,1,1.0
125,24,1353,0,46,8,66,0.09231905465288036,1,1,0.9999999
194,28,1343,0,39,19,61,0.14434523809523808,1,1,0.9999999
12,9,1989,0,9,2,2287,0.006030150753768844,0,0,3.582845e-05
56,32,843,0,48,8,30,0.06635071090047394,1,1,0.999998
100,18,727,0,45,19,211,0.13736263736263737,1,1,0.9999995
166,16,1186,0,24,13,347,0.13984835720303285,1,1,0.99995506
32,8,223,0,2,3,1136,0.14285714285714285,0,0,0.00025269965
140,5,1350,0,14,16,238,0.10362694300518134,1,1,0.99990046
54,4,4589,0,6,2,1408,0.011764705882352941,0,0,3.18947e-07
118,10,672,0,34,13,310,0.17533432392273401,1,1,0.9999559
114,7,61,0,30,9,186,1.8387096774193548,1,1,0.9999999
8,2,690,0,8,4,516,0.011577424023154847,0,0,0.0033449375
196,28,1525,0,30,5,275,0.12844036697247707,1,1,0.999933
57,1,3118,0,7,3,828,0.01827508816928503,0,0,3.5829817e-05
75,4,1073,0,3,0,2880,0.06983240223463687,0,0,1.764609e-05
140,10,653,0,13,5,355,0.21406727828746178,1,1,0.99889684
141,22,1070,0,44,18,53,0.13165266106442577,1,1,0.99999976
129,30,1926,0,48,15,343,0.06694343539180073,1,1,0.99999917
82,28,1011,0,32,10,341,0.08102766798418973,1,1,0.99991083
51,9,3681,0,8,4,2677,0.013851167843563281,0,0,4.1576594e-05
68,7,2592,0,9,2,2453,0.026224450443501735,0,0,5.809239e-06
84,39,1404,0,12,8,280,0.0597864768683274,1,1,0.999997
40,7,3028,0,8,2,3423,0.013205678441729944,0,0,4.500881e-07
66,6,1949,1,4,3,845,0.033846153846153845,0,0,1.7301369e-06
84,37,1524,0,16,13,227,0.05508196721311476,1,1,0.99999666
51,2,2074,0,2,2,1191,0.02457831325301205,0,0,0.00021311502
66,6,2519,0,9,4,3005,0.02619047619047619,0,0,9.71774e-06
154,9,109,0,13,18,267,1.4,1,1,0.9999988
9,4,1657,1,8,4,3276,0.005428226779252111,0,0,1.6618539e-07
89,30,75,0,45,17,286,1.1710526315789473,1,1,1.0
77,7,3235,0,2,0,1090,0.02379480840543881,0,0,0.0003283854
177,25,1513,0,16,16,292,0.11690885072655217,1,1,0.9999999
15,2,1245,0,7,1,1206,0.012038523274478331,0,0,5.0157873e-06
69,1,718,0,1,1,428,0.09596662030598054,0,0,0.0016745738
154,29,1090,0,39,8,190,0.14115490375802017,1,1,0.99999964
197,33,444,0,13,6,298,0.44269662921348313,1,1,0.99999976
194,16,1498,0,13,13,260,0.12941961307538358,1,1,0.99972767
126,14,175,0,23,13,171,0.7159090909090909,1,1,0.9999956
76,0,2148,1,4,2,2885,0.03536528617961843,0,0,7.281882e-08
51,1,2288,1,8,2,854,0.022280471821756225,0,0,1.518449e-07
6,9,1455,0,1,0,2011,0.004120879120879121,0,0,4.263421e-05
160,30,1074,0,22,6,318,0.14883720930232558,1,1,0.99996984
77,2,3915,0,9,3,458,0.019662921348314606,0,0,0.0007525962
11,1,4384,0,1,1,2056,0.002508551881413911,0,0,7.924453e-07
143,26,103,0,27,18,25,1.375,1,1,1.0
149,13,443,0,20,15,59,0.3355855855855856,1,1,0.9999733
17,0,1309,0,9,2,814,0.012977099236641221,0,0,0.00015028741
155,28,1951,0,29,5,168,0.07940573770491803,1,1,0.9998154
6,5,3511,0,2,0,547,0.0017084282460136675,0,0,1.804731e-05
34,3,4127,0,1,4,2650,0.008236434108527133,0,0,3.1064294e-06
91,17,1928,0,35,10,155,0.047174701918092275,1,1,0.99973744
11,8,4107,0,4,3,2308,0.002677702044790652,0,0,1.0419639e-07
141,9,1774,0,45,19,179,0.07943661971830986,1,1,0.99999523
102,28,1618,0,19,10,261,0.06300185299567634,1,1,0.99931073
35,8,1497,0,5,2,3490,0.02336448598130841,0,0,6.4212765e-07
16,4,4110,0,8,1,835,0.0038919970810021892,0,0,3.437577e-07
14,6,2165,0,5,2,573,0.006463527239150508,0,0,2.1690944e-06
160,23,508,0,30,16,3,0.3143418467583497,1,1,0.9999993
47,0,3995,0,4,2,694,0.011761761761761762,0,0,2.7643538e-05
95,38,1056,0,33,11,20,0.08987701040681173,1,1,0.9999993
84,38,1069,0,45,11,108,0.07850467289719626,1,1,0.9999999
69,3,788,0,5,0,2607,0.08745247148288973,0,0,1.2668476e-06
87,33,300,0,40,7,310,0.28903654485049834,1,1,1.0
57,9,4041,0,9,2,1612,0.014101929737753587,0,0,0.00015197693
17,3,4734,0,3,2,3183,0.003590285110876452,0,0,2.8791807e-09
30,5,4774,0,6,2,2517,0.0062827225130890054,0,0,7.0119768e-09
14,6,4027,0,2,1,3054,0.003475670307845084,0,0,4.6506457e-08
21,6,273,0,1,2,442,0.07664233576642336,0,0,0.00039413935
18,0,2586,0,9,3,797,0.006957866254348666,0,0,0.0004690237
78,2,2885,0,7,2,2659,0.02702702702702703,0,0,3.191976e-06
104,37,598,0,44,10,162,0.17362270450751252,1,1,1.0
66,4,4548,0,3,1,2441,0.014508683227082875,0,0,3.2604135e-08
80,19,788,0,10,12,357,0.10139416983523447,1,1,0.99880373
140,25,747,0,16,15,225,0.18716577540106952,1,1,0.99999917
179,18,231,0,12,18,5,0.771551724137931,1,1,0.9999994
47,5,4580,0,1,1,479,0.010259768609473915,0,0,1.1986887e-06
137,30,1336,0,23,19,275,0.1024682124158564,1,1,0.9999944
139,20,358,0,43,18,194,0.3871866295264624,1,1,0.9999999
55,3,3539,0,8,0,1713,0.015536723163841809,0,0,5.8118217e-06
61,8,1252,1,5,3,3170,0.04868316041500399,0,0,1.2927457e-07
128,7,1126,0,28,13,293,0.11357586512866016,1,1,0.99992776
63,2,3411,1,3,0,3343,0.01846424384525205,0,0,1.8984905e-09
72,2,3604,0,5,2,3367,0.019972260748959778,0,0,4.1719013e-06
10,8,4197,0,2,0,1327,0.0023820867079561697,0,0,5.726243e-07
59,3,3034,0,2,1,1118,0.01943986820428336,0,0,4.8257066e-06
172,7,1357,0,35,11,13,0.12665684830633284,1,1,0.9999683
17,7,153,0,9,3,3496,0.11038961038961038,0,0,2.3827426e-05
78,4,3218,0,9,3,592,0.024231127679403542,0,0,0.0010001508
47,0,2076,0,9,3,2115,0.02262879152623977,0,0,9.922348e-05
91,13,1725,0,35,18,185,0.05272305909617613,1,1,0.9999933
65,17,1797,0,44,6,132,0.036151279199110126,1,1,0.9996295
17,7,1596,0,2,2,2946,0.010644959298685034,0,0,1.0267195e-06
31,4,3512,0,8,0,2161,0.008824366638200968,0,0,6.945359e-07
108,31,1623,0,41,14,71,0.0665024630541872,1,1,0.999997
59,6,711,0,6,4,2329,0.08286516853932584,0,0,1.8634411e-05
33,5,1309,0,5,4,3309,0.025190839694656488,0,0,3.2652434e-07
143,32,187,0,39,16,157,0.7606382978723404,1,1,1.0
72,0,1922,0,2,0,1452,0.0374414976599064,0,0,7.8283876e-05
46,5,3914,0,4,3,1624,0.011749680715197957,0,0,2.6257446e-06
153,7,1873,0,37,13,28,0.0816435432230523,1,1,0.9999927
68,22,452,0,33,10,126,0.15011037527593818,1,1,0.9999831
45,3,351,0,4,2,388,0.1278409090909091,0,0,0.00042027203
146,13,1490,0,12,7,30,0.09792085848423876,1,1,0.99888295
70,8,4853,0,4,0,986,0.01442109600329625,0,0,1.1908203e-05
20,9,118,0,2,3,2267,0.16806722689075632,0,0,6.667499e-05
25,4,4737,0,1,1,529,0.005276487969607429,0,0,1.9026613e-05
145,34,858,0,31,16,88,0.16880093131548313,1,1,1.0
50,39,1531,0,25,9,37,0.03263707571801567,1,1,0.99998343
29,0,4314,0,3,3,812,0.006720741599073001,0,0,4.8808215e-06
68,4,3301,0,4,2,839,0.02059357964869776,0,0,3.073389e-05
84,25,1488,0,29,13,95,0.056413700470114174,1,1,0.99999356
50,23,1978,0,12,11,350,0.025265285497726123,1,1,0.976448
137,21,961,0,36,17,127,0.14241164241164242,1,1,0.99999976
73,3,3547,0,8,0,2549,0.020574971815107104,0,0,1.9005744e-05
116,27,539,0,30,10,328,0.21481481481481482,1,1,0.9999968
127,34,261,0,17,7,166,0.4847328244274809,1,1,0.9999982
56,1,3817,0,3,2,788,0.014667365112624411,0,0,8.555496e-06
36,0,1376,0,6,0,941,0.026143790849673203,0,0,0.0006005053
56,6,2963,0,9,4,1801,0.018893387314439947,0,0,0.0002683884
81,34,1942,0,27,16,240,0.041688111168296446,1,1,0.999941
62,2,1903,0,8,4,2408,0.032563025210084036,0,0,1.2528658e-05
30,5,3725,0,7,0,758,0.008051529790660225,0,0,6.1262126e-06
15,2,3638,0,6,0,2533,0.004122011541632316,0,0,5.155411e-08
8,2,1984,0,3,2,2911,0.004030226700251889,0,0,4.682615e-09
121,10,1520,0,14,12,123,0.07955292570677186,1,1,0.9983872
23,9,491,0,9,0,1460,0.046747967479674794,0,0,0.00089603645
56,26,773,0,26,16,261,0.07235142118863049,1,1,0.9999926
192,35,531,0,28,16,175,0.3609022556390977,1,1,1.0
113,27,1213,0,32,17,36,0.09308072487644152,1,1,0.99999833
51,8,1774,0,5,4,832,0.02873239436619718,0,0,0.0028992044
187,26,810,0,39,18,278,0.23057953144266338,1,1,1.0
59,5,1609,0,2,1,3258,0.03664596273291926,0,0,3.051166e-06
38,1,1514,0,2,3,1907,0.025082508250825083,0,0,4.1134066e-05
41,1,4503,0,2,3,2389,0.009103019538188277,0,0,2.737173e-07
75,34,1105,0,48,13,32,0.06781193490054249,1,1,0.9999995
27,0,4074,0,6,4,2686,0.006625766871165644,0,0,3.4494396e-06
11,2,4744,0,6,3,2227,0.0023182297154899895,0,0,1.701125e-08
12,6,3714,1,7,0,2341,0.003230148048452221,0,0,4.1055253e-09
69,11,1208,0,23,10,143,0.05707196029776675,1,1,0.997426
187,39,1795,0,36,17,321,0.10412026726057906,1,1,0.9999999
147,7,1000,0,12,15,324,0.14685314685314685,1,1,0.9986436
43,5,3649,0,1,2,720,0.011780821917808219,0,0,3.8763625e-05
170,39,1105,0,36,6,261,0.15370705244122965,1,1,0.99999976
22,2,956,0,2,4,1674,0.022988505747126436,0,0,3.8519345e-05
65,2,676,0,4,0,1737,0.09601181683899557,0,0,0.00030190972
146,21,540,0,47,5,297,0.2698706099815157,1,1,0.9999994
21,3,3460,0,7,3,1562,0.006067610517191563,0,0,8.766889e-08
120,24,395,0,20,11,294,0.30303030303030304,1,1,0.9999968
13,3,2942,0,1,1,2565,0.004417261297995243,0,0,1.1866171e-07
86,32,1855,0,17,14,310,0.04633620689655173,1,1,0.9999459
39,1,1760,0,4,0,3037,0.022146507666098807,0,0,5.636729e-07
57,5,4024,0,3,3,2987,0.014161490683229814,0,0,3.4842765e-07
12,6,2449,0,2,3,2469,0.004897959183673469,0,0,2.5180216e-06
66,6,4396,0,2,1,2104,0.015010234250625426,0,0,2.078428e-06
10,6,2282,0,3,4,1151,0.004380201489268506,0,0,0.00023783065
68,38,551,0,22,8,25,0.12318840579710146,1,1,0.99998915
38,8,2168,0,3,0,3357,0.01751959428307976,0,0,5.192339e-07
79,19,1971,0,20,12,316,0.04006085192697769,1,1,0.9993581
132,33,181,0,23,6,337,0.7252747252747253,1,1,0.99999917
126,27,1849,0,38,19,139,0.0681081081081081,1,1,0.9999981
54,6,4787,0,8,3,1769,0.011278195488721804,0,0,1.4865717e-05
60,0,1057,0,4,0,1105,0.05671077504725898,0,0,0.00047374956
29,5,1406,0,1,1,2369,0.02061122956645345,0,0,4.10286e-05
173,5,1051,0,22,9,277,0.1644486692015209,1,1,0.9996233
35,6,2404,0,6,1,1834,0.014553014553014554,0,0,1.0959286e-06
38,1,1148,0,4,3,3585,0.03307223672758921,0,0,7.309936e-07
70,34,1399,0,29,18,224,0.05,1,1,1.0
177,35,682,0,45,13,325,0.2591508052708638,1,1,1.0
66,19,249,0,29,17,221,0.264,1,1,0.99999595
99,32,277,0,17,18,98,0.35611510791366907,1,1,0.99999976
172,33,677,0,31,7,240,0.2536873156342183,1,1,1.0
52,10,1800,0,49,11,332,0.028872848417545807,1,1,0.9997212
7,3,4456,0,5,4,2891,0.0015705631590756115,0,0,4.101249e-06
148,23,618,0,17,16,311,0.23909531502423265,1,1,0.99999976
42,8,1258,0,6,1,775,0.03335980937251787,0,0,0.00020932911
61,1,608,1,3,0,2605,0.10016420361247948,0,0,6.683747e-07
34,2,806,0,3,3,988,0.042131350681536554,0,0,0.00019189036
109,38,790,0,47,18,239,0.13780025284450062,1,1,1.0
46,2,1421,0,6,0,2836,0.03234880450070324,0,0,6.478382e-07
100,37,1489,0,37,5,90,0.06711409395973154,1,1,0.99999964
171,19,1667,0,47,19,278,0.10251798561151079,1,1,0.9999995
22,4,4180,0,9,1,3219,0.0052618990672088015,0,0,6.268341e-08
65,31,1090,0,12,14,63,0.05957836846929423,1,1,0.99995184
33,1,1097,0,4,3,1278,0.030054644808743168,0,0,0.00010090953
10,1,4412,0,8,2,3105,0.002266032177656923,0,0,3.92194e-08
76,13,833,0,35,10,135,0.09112709832134293,1,1,0.9999298
53,9,3952,0,1,4,2174,0.013407538578294966,0,0,7.0569986e-05
14,4,366,0,9,1,759,0.03814713896457766,0,0,6.630559e-05
37,4,4707,0,8,4,419,0.007858963466440102,0,0,1.7641883e-05
100,29,1820,0,32,6,302,0.054914881933003847,1,1,0.9995022
48,6,3376,0,9,0,3154,0.014213799230085875,0,0,1.6567881e-05
82,29,939,0,40,11,225,0.08723404255319149,1,1,0.99999845
103,24,1956,0,37,12,150,0.05263157894736842,1,1,0.99997115
58,2,3745,0,8,1,2649,0.015483182060864922,0,0,4.1793837e-06
9,5,2114,0,5,2,1607,0.00425531914893617,0,0,0.00014061936
198,15,1538,0,10,18,346,0.1286549707602339,1,1,0.9999566
162,30,798,0,36,14,210,0.20275344180225283,1,1,1.0
64,9,3144,0,5,3,3369,0.020349761526232114,0,0,4.5234422e-08
32,7,4760,0,8,0,1748,0.006721277042638101,0,0,1.0359669e-06
130,17,676,0,36,17,123,0.19202363367799113,1,1,0.99999976
125,17,601,0,25,6,304,0.20764119601328904,1,1,0.999302
130,18,963,0,16,10,226,0.13485477178423236,1,1,0.99986076
50,33,1894,0,37,9,103,0.026385224274406333,1,1,0.9999653
172,38,1056,0,30,12,177,0.16272469252601704,1,1,1.0
50,9,2704,0,8,2,761,0.018484288354898338,0,0,0.00029212996
69,5,1894,0,11,19,46,0.03641160949868074,1,1,0.98830134
56,28,1103,0,40,18,43,0.050724637681159424,1,1,0.999998
40,9,1885,0,9,0,2570,0.021208907741251327,0,0,1.2793366e-05
67,6,1380,0,4,0,1566,0.048515568428674875,0,0,0.0002118274
168,31,166,0,28,7,272,1.0059880239520957,1,1,1.0
103,25,1583,0,42,14,351,0.06502525252525253,1,1,0.99999833
55,3,2309,1,9,3,3192,0.023809523809523808,0,0,3.119388e-10
110,23,298,0,18,13,54,0.36789297658862874,1,1,0.99999523
90,11,1185,0,36,19,311,0.07588532883642496,1,1,0.9999813
39,5,489,0,3,1,523,0.07959183673469387,0,0,0.0008190302
193,7,1381,0,40,10,190,0.13965267727930536,1,1,0.99999654
56,4,3508,0,1,0,2945,0.015958962667426618,0,0,2.7182665e-07
45,4,3976,0,9,4,1452,0.01131506160422429,0,0,3.149164e-05
42,6,458,0,8,0,2727,0.0915032679738562,0,0,2.90982e-05
20,4,1369,0,9,2,862,0.014598540145985401,0,0,0.00022184516
170,12,1400,0,26,18,177,0.12134189864382584,1,1,0.9999975
37,7,2511,0,2,2,2501,0.014729299363057325,0,0,5.027971e-06
174,21,1649,0,42,6,167,0.10545454545454545,1,1,0.9999989
191,16,1787,0,26,18,10,0.10682326621923938,1,1,0.99996305
93,33,1321,0,15,12,31,0.07034795763993948,1,1,0.9999558
158,37,854,0,16,10,264,0.1847953216374269,1,1,0.9999999
194,21,339,0,39,6,53,0.5705882352941176,1,1,0.9999964
68,8,4082,0,9,2,1819,0.01665442076904237,0,0,1.8527244e-05
32,5,4294,0,1,3,2768,0.007450523864959255,0,0,3.575738e-05
15,5,2920,0,2,3,594,0.005135227661759671,0,0,1.6727852e-05
53,8,2928,0,3,2,1757,0.01809491293956982,0,0,1.464873e-06
131,10,1737,0,31,14,43,0.07537399309551208,1,1,0.9999397
29,3,3887,0,6,1,1133,0.007458847736625514,0,0,5.479332e-06
83,6,1088,0,45,11,110,0.07621671258034894,1,1,0.9999893
95,17,1380,0,42,14,255,0.06879073135409124,1,1,0.99999094
21,9,113,0,7,3,1775,0.18421052631578946,0,0,0.00042946098
57,4,1198,0,4,2,2516,0.0475396163469558,0,0,1.9820623e-05
72,9,2611,0,3,1,3131,0.027565084226646247,0,0,1.9100653e-06
14,1,3088,0,1,1,3572,0.004532211071544189,0,0,1.373695e-06
81,25,897,0,41,17,268,0.09020044543429843,1,1,0.9999999
